city,date,fare,ride_id
New Kimberlyborough,2019-04-29 7:38,9.08,2343912425577
Hurleymouth,2019-03-24 12:04,8.77,2343912425577
North Barbara,2019-04-01 0:20,31.72,2343912425577
West Angela,2019-02-22 2:22,19.44,2343912425577
Karenside,2019-03-15 15:11,31.89,2343912425577
South Phillip,2019-05-01 23:05,38.46,2343912425577
South Karenland,2019-05-08 11:38,19.77,2343912425577
Royland,2019-02-21 22:19,5.95,2343912425577
South Phillip,2019-01-20 17:35,24,2343912425577
South Phillip,2019-05-02 1:04,24.23,2343912425577
West Gabriel,2019-03-09 4:39,14.41,2343912425577
South Karenland,2019-01-14 2:07,24.71,2343912425577
Robertport,2019-04-27 10:55,11.42,2343912425577
Roberthaven,2019-02-12 7:58,37,2343912425577
West Christopherberg,2019-01-11 21:37,44.76,2343912425577
Robertport,2019-03-21 5:48,8.2,2343912425577
West Anthony,2019-02-07 16:55,33.51,2343912425577
New Kimberlyborough,2019-02-09 13:28,6.43,2343912425577
Loganberg,2019-02-02 23:09,7.12,2343912425577
West Samuelburgh,2019-01-11 1:36,25.07,2343912425577
New Kimberlyborough,2019-04-24 18:35,28.87,2343912425577
Roberthaven,2019-04-25 14:14,22.75,2343912425577
Barajasview,2019-04-03 15:25,44.15,2343912425577
Royland,2019-02-22 22:46,10.19,2343912425577
Rogerston,2019-03-14 14:43,10.29,2343912425577
Christopherfurt,2019-02-12 14:24,11.7,2343912425577
West Gabriel,2019-02-20 6:07,8.44,2343912425577
South Karenland,2019-04-18 13:07,8.56,2343912425577
Williamsview,2019-04-26 0:30,20.89,2343912425577
Deanville,2019-03-05 9:44,42.79,2343912425577
West Samuelburgh,2019-01-16 3:43,14.93,2343912425577
North Barbara,2019-02-14 11:29,4.11,2343912425577
Christopherfurt,2019-03-10 7:36,22.65,2343912425577
Jerryton,2019-02-01 16:39,37.7,2343912425577
South Latoya,2019-02-09 20:42,12.17,2343912425577
South Latoya,2019-03-04 12:20,5.04,2343912425577
West Gabriel,2019-03-17 4:22,15.95,2343912425577
Lake Jonathanshire,2019-01-23 21:43,21.11,2343912425577
North Jasmine,2019-02-10 20:19,31.38,2343912425577
Raymondhaven,2019-04-15 12:15,6.74,2343912425577
Port Johnbury,2019-03-25 2:17,41.61,2343912425577
North Barbara,2019-01-17 18:14,18.27,2343912425577
New Kimberlyborough,2019-01-27 14:49,23.09,2343912425577
Carriemouth,2019-02-26 5:24,19.05,2343912425577
West Samuelburgh,2019-02-05 21:02,31.94,2343912425577
Martinezhaven,2019-02-17 21:48,34.27,2343912425577
North Barbara,2019-04-30 5:22,28.89,2343912425577
Valentineton,2019-02-08 19:05,36.23,2343912425577
West Robert,2019-02-09 5:16,26.1,2343912425577
Roberthaven,2019-04-07 16:53,13.4,2343912425577
West Gabriel,2019-04-20 5:31,23.69,2343912425577
Karenberg,2019-02-18 19:28,44.08,2343912425577
Rogerston,2019-03-08 3:46,17.81,2343912425577
West Angela,2019-01-12 1:55,20.46,2343912425577
New Kimberlyborough,2019-04-01 12:09,10.76,2343912425577
Justinberg,2019-02-20 15:05,31.31,2343912425577
South Michelleport,2019-01-02 0:56,37.34,2343912425577
South Evanton,2019-01-11 11:02,39.99,2343912425577
Johnton,2019-04-11 13:41,33.12,2343912425577
Grahamburgh,2019-04-03 13:27,5.09,2343912425577
Rogerston,2019-02-16 2:04,20.64,2343912425577
South Karenland,2019-04-21 11:42,7.44,2343912425577
North Barbara,2019-03-08 9:24,29.15,2343912425577
Jerryton,2019-03-20 1:28,15.37,2343912425577
West Christopherberg,2019-04-25 6:22,35.39,2343912425577
South Jack,2019-02-13 9:20,32.64,2343912425577
Port Samanthamouth,2019-01-28 23:59,15.49,2343912425577
New Paulton,2019-03-29 19:12,43.79,2343912425577
Carriemouth,2019-04-18 17:01,37.63,2343912425577
North Jasmine,2019-02-27 1:34,35.31,2343912425577
Rogerston,2019-01-16 8:38,31.34,2343912425577
Port David,2019-02-03 1:11,21.2,2343912425577
Williamsview,2019-04-11 20:41,33.68,2343912425577
South Evanton,2019-04-26 4:37,42.99,2343912425577
South Evanton,2019-03-25 15:50,23.48,2343912425577
Port David,2019-04-07 23:44,39.51,2343912425577
West Christopherberg,2019-02-08 23:04,14.22,2343912425577
New Paulton,2019-03-19 23:42,40.2,2343912425577
Leahton,2019-02-04 8:07,15.37,2343912425577
Valentineton,2019-04-28 9:10,5.73,2343912425577
Port David,2019-03-14 9:28,9.22,2343912425577
West Robert,2019-02-12 1:20,14.8,2343912425577
Valentineton,2019-01-02 1:46,34.79,2343912425577
Port Johnbury,2019-02-20 4:27,27.1,2343912425577
Richardfort,2019-03-04 22:13,14.83,2343912425577
Karenberg,2019-01-08 13:51,9.5,2343912425577
West Robert,2019-03-14 15:25,18.28,2343912425577
New Paulville,2019-02-15 23:58,28.18,2343912425577
West Patrickchester,2019-05-03 1:24,44.85,2343912425577
Loganberg,2019-04-03 9:30,5.16,2343912425577
Pattyland,2019-05-02 20:17,4.23,2343912425577
West Christopherberg,2019-02-20 15:23,26.9,2343912425577
Leahton,2019-02-05 18:06,8.38,2343912425577
Richardfort,2019-03-28 19:33,7.75,2343912425577
West Anthony,2019-03-11 12:23,41.37,2343912425577
East Kaylahaven,2019-04-17 0:28,41.19,2343912425577
Williamsstad,2019-04-01 17:37,16.83,2343912425577
South Phillip,2019-02-12 22:04,23.69,2343912425577
West Samuelburgh,2019-01-18 10:57,16.96,2343912425577
Royland,2019-03-24 10:24,10.05,2343912425577
Justinberg,2019-01-24 10:16,8.83,2343912425577
Karenberg,2019-01-30 10:51,8.79,2343912425577
North Markport,2019-04-09 14:55,20.23,2343912425577
Roberthaven,2019-03-17 14:48,26.71,2343912425577
Royland,2019-01-11 14:23,43.07,2343912425577
Hurleymouth,2019-01-31 2:49,19.23,2343912425577
Roberthaven,2019-04-22 4:12,31.29,2343912425577
Grahamburgh,2019-03-16 10:03,30.66,2343912425577
Johnton,2019-04-26 17:02,4.63,2343912425577
Huntermouth,2019-05-07 8:47,25.83,2343912425577
Pattyland,2019-03-19 20:41,18.17,2343912425577
West Robert,2019-04-16 16:16,25.65,2343912425577
Leahton,2019-04-13 10:54,18.25,2343912425577
Port Frank,2019-04-18 0:39,33.73,2343912425577
Port Frank,2019-02-28 7:39,33.83,2343912425577
West Josephberg,2019-03-08 21:57,9.54,2343912425577
Grahamburgh,2019-02-08 13:28,10.63,2343912425577
Williamsstad,2019-05-06 19:34,26.43,2343912425577
North Barbara,2019-03-27 9:44,33.4,2343912425577
South Phillip,2019-04-17 18:42,42.3,2343912425577
Erikaland,2019-02-05 4:51,14.13,2343912425577
Port Samanthamouth,2019-01-19 19:54,38.58,2343912425577
North Jasmine,2019-04-21 15:15,5.31,2343912425577
West Gabriel,2019-04-27 0:34,37.74,2343912425577
Rodneyfort,2019-02-06 11:01,27.87,2343912425577
New Paulton,2019-04-27 23:26,19.06,2343912425577
Hurleymouth,2019-04-22 2:31,9.14,2343912425577
South Phillip,2019-03-02 7:23,30.62,2343912425577
West Ericstad,2019-01-25 20:18,23.27,2343912425577
Port Samanthamouth,2019-03-20 5:48,36.7,2343912425577
West Josephberg,2019-01-17 5:32,7.87,2343912425577
Port Angela,2019-03-10 19:24,43.18,2343912425577
West Gabriel,2019-04-25 14:28,10.86,2343912425577
Hurleymouth,2019-02-15 2:10,42.61,2343912425577
Jerryton,2019-04-18 6:08,42.8,2343912425577
Lake Danielberg,2019-02-09 19:09,10.62,2343912425577
South Phillip,2019-01-14 18:26,41.66,2343912425577
West Robert,2019-03-28 15:00,35.88,2343912425577
New Kimberlyborough,2019-04-28 12:48,33.35,2343912425577
New Paulville,2019-05-02 18:20,12.08,2343912425577
West Josephberg,2019-04-30 14:45,40.08,2343912425577
Erikaland,2019-03-17 16:51,39.58,2343912425577
North Madeline,2019-04-08 20:26,25.79,2343912425577
West Heidi,2019-04-06 21:40,23.41,2343912425577
Reynoldsfurt,2019-02-02 2:52,29.07,2343912425577
South Latoya,2019-01-18 6:04,5.69,2343912425577
Amandaburgh,2019-03-07 2:26,18.76,2343912425577
West Josephberg,2019-01-20 1:27,38.39,2343912425577
Lake Jonathanshire,2019-01-29 0:19,41.05,2343912425577
West Anthony,2019-04-18 23:10,31.16,2343912425577
Raymondhaven,2019-04-06 13:52,30.36,2343912425577
Hurleymouth,2019-01-11 12:59,37.44,2343912425577
Roberthaven,2019-01-28 10:23,21.72,2343912425577
New Paulville,2019-04-29 23:05,14.59,2343912425577
Robertport,2019-03-26 22:47,13.34,2343912425577
Port Frank,2019-01-19 13:08,4.86,2343912425577
Rogerston,2019-03-26 4:27,13.97,2343912425577
Liumouth,2019-01-16 21:55,6.02,2343912425577
Lake Danielberg,2019-01-21 12:52,14.09,2343912425577
West Josephberg,2019-03-21 15:44,6.13,2343912425577
Leahton,2019-01-15 2:30,21.95,2343912425577
Huntermouth,2019-04-03 7:02,29.88,2343912425577
Lake Danielberg,2019-05-03 15:35,19.97,2343912425577
Loganberg,2019-02-21 13:09,7.49,2343912425577
North Madeline,2019-02-16 15:06,37.75,2343912425577
Hurleymouth,2019-04-09 9:17,20.31,2343912425577
Port Johnbury,2019-03-30 20:43,19.48,2343912425577
Royland,2019-05-07 14:58,36.22,2343912425577
Richardfort,2019-02-14 3:27,44.11,2343912425577
Johnton,2019-01-25 13:17,28.14,2343912425577
North Jason,2019-04-12 6:19,33.12,2343912425577
South Phillip,2019-01-05 17:50,41.55,2343912425577
Reynoldsfurt,2019-01-21 16:07,25.19,2343912425577
West Ericstad,2019-04-12 12:08,27.69,2343912425577
Richardfort,2019-04-27 11:59,30.31,2343912425577
West Heidi,2019-04-22 0:38,8.89,2343912425577
Johnton,2019-03-04 10:30,36.76,2343912425577
West Angela,2019-01-02 9:28,19.81,2343912425577
Leahton,2019-02-28 20:02,31.01,2343912425577
Johnton,2019-04-11 14:40,16.63,2343912425577
Port David,2019-01-21 2:29,32.92,2343912425577
New Kimberlyborough,2019-04-01 4:31,35.11,2343912425577
Port Frank,2019-02-26 5:03,25.18,2343912425577
Barajasview,2019-01-24 5:58,9.21,2343912425577
South Phillip,2019-04-21 10:31,32.85,2343912425577
North Jasmine,2019-04-03 13:15,19.66,2343912425577
New Kimberlyborough,2019-03-13 9:48,14.84,2343912425577
North Jasmine,2019-01-05 16:39,26.72,2343912425577
Reynoldsfurt,2019-02-13 10:29,7.43,2343912425577
North Barbara,2019-05-05 15:15,38.15,2343912425577
South Karenland,2019-04-23 9:19,12.34,2343912425577
North Jasmine,2019-04-17 7:34,22.41,2343912425577
East Kaylahaven,2019-02-16 21:02,34.42,2343912425577
West Samuelburgh,2019-03-07 20:34,34.22,2343912425577
Richardfort,2019-03-03 11:57,11.42,2343912425577
West Heidi,2019-02-19 21:08,7.64,2343912425577
Raymondhaven,2019-05-08 4:39,18.45,2343912425577
North Markport,2019-04-29 11:39,19.8,2343912425577
New Paulton,2019-02-17 8:20,37.44,2343912425577
Karenside,2019-01-25 3:33,19.6,2343912425577
South Jack,2019-03-03 9:00,29.88,2343912425577
South Michelleport,2019-01-20 5:30,34.72,2343912425577
North Jason,2019-04-01 14:43,40.45,2343912425577
Joneschester,2019-01-26 19:19,13.77,2343912425577
Amandaburgh,2019-01-02 9:57,33.06,2343912425577
North Jason,2019-03-28 18:03,42.75,2343912425577
Roberthaven,2019-01-28 22:09,28.11,2343912425577
South Karenland,2019-02-13 3:55,24.16,2343912425577
Rogerston,2019-01-23 18:16,21.64,2343912425577
Robertport,2019-02-14 4:42,18.38,2343912425577
West Samuelburgh,2019-01-06 13:23,11.01,2343912425577
New Paulton,2019-04-06 16:21,38.8,2343912425577
Port Johnbury,2019-04-12 3:43,8.42,2343912425577
South Karenland,2019-05-03 16:09,19.69,2343912425577
Liumouth,2019-03-22 20:35,39.96,2343912425577
South Evanton,2019-04-29 13:54,5.16,2343912425577
Huntermouth,2019-04-20 9:38,23.65,2343912425577
Simpsonburgh,2019-04-26 22:20,29.22,2343912425577
Valentineton,2019-02-17 5:51,21.74,2343912425577
Deanville,2019-01-12 7:32,39.45,2343912425577
South Karenland,2019-04-27 16:20,6.62,2343912425577
Lake Jonathanshire,2019-03-22 14:33,18.72,2343912425577
East Kaylahaven,2019-03-01 15:07,23.45,2343912425577
Port David,2019-04-12 5:32,35.51,2343912425577
West Gabriel,2019-01-30 15:37,25.64,2343912425577
South Evanton,2019-02-13 16:46,44.33,2343912425577
Richardfort,2019-01-13 10:08,25.81,2343912425577
North Madeline,2019-04-04 6:42,25.38,2343912425577
South Evanton,2019-04-06 16:41,9.3,2343912425577
Royland,2019-02-18 2:03,8.32,2343912425577
Hurleymouth,2019-01-07 15:53,20.01,2343912425577
West Anthony,2019-04-08 6:21,20.83,2343912425577
Martinezhaven,2019-02-14 2:51,27.16,2343912425577
North Jasmine,2019-01-21 21:00,33.06,2343912425577
Carriemouth,2019-04-15 8:00,40.03,2343912425577
Lake Scottton,2019-01-21 4:20,21.81,2343912425577
Hurleymouth,2019-01-17 17:07,24.86,2343912425577
North Barbara,2019-03-17 17:07,6.12,2343912425577
Royland,2019-04-23 1:14,40.39,2343912425577
North Jason,2019-01-12 19:19,9.97,2343912425577
West Ericstad,2019-01-27 4:30,29.05,2343912425577
Joneschester,2019-03-13 6:10,27.79,2343912425577
North Madeline,2019-05-03 0:07,16.44,2343912425577
Loganberg,2019-02-18 11:58,23.98,2343912425577
West Patrickchester,2019-04-07 17:41,33.9,2343912425577
Justinberg,2019-04-04 23:19,19.38,2343912425577
Lake Jonathanshire,2019-04-16 20:26,32.47,2343912425577
Karenside,2019-03-04 20:36,25.21,2343912425577
North Madeline,2019-02-04 18:56,9.84,2343912425577
West Josephberg,2019-03-30 1:27,25.19,2343912425577
West Christopherberg,2019-05-01 12:39,39.8,2343912425577
Lake Scottton,2019-04-19 21:32,37.67,2343912425577
Simpsonburgh,2019-05-04 11:41,33.11,2343912425577
South Karenland,2019-01-23 5:56,22.54,2343912425577
South Evanton,2019-02-26 6:48,7.81,2343912425577
New Paulville,2019-01-02 20:52,33.08,2343912425577
Carriemouth,2019-03-08 9:53,37.81,2343912425577
North Madeline,2019-03-01 4:34,20.8,2343912425577
West Heidi,2019-01-17 9:28,24.19,2343912425577
Amandaburgh,2019-01-13 16:04,23.35,2343912425577
Valentineton,2019-03-06 4:48,38.88,2343912425577
South Phillip,2019-03-23 16:36,40.07,2343912425577
West Angela,2019-02-22 4:05,23.09,2343912425577
Erikaland,2019-04-25 11:18,34.05,2343912425577
Loganberg,2019-04-23 9:19,32.4,2343912425577
West Heidi,2019-01-01 5:23,10.75,2343912425577
South Michelleport,2019-01-27 13:10,30.16,2343912425577
Christopherfurt,2019-03-15 10:22,34.09,2343912425577
North Markport,2019-04-06 2:16,18.15,2343912425577
West Anthony,2019-02-10 9:16,38.54,2343912425577
South Phillip,2019-04-16 22:02,24.63,2343912425577
South Phillip,2019-01-07 2:17,6.54,2343912425577
Williamsview,2019-03-02 22:23,25.15,2343912425577
Port Frank,2019-01-05 18:22,35.35,2343912425577
West Angela,2019-03-18 15:57,13.06,2343912425577
Liumouth,2019-04-14 14:58,25.28,2343912425577
Port Frank,2019-05-03 20:22,21.11,2343912425577
Jerryton,2019-03-04 14:14,22.91,2343912425577
Richardfort,2019-03-06 12:53,8.28,2343912425577
Lake Danielberg,2019-01-14 22:04,24.14,2343912425577
South Evanton,2019-01-17 2:00,34.55,2343912425577
Williamsview,2019-01-25 0:47,41.17,2343912425577
South Jack,2019-01-29 20:13,43.12,2343912425577
Justinberg,2019-02-13 23:56,10.18,2343912425577
Liumouth,2019-04-29 6:57,23.99,2343912425577
South Jack,2019-01-09 20:31,21.13,2343912425577
South Michelleport,2019-03-29 8:33,11.06,2343912425577
Hurleymouth,2019-02-23 1:34,31.97,2343912425577
West Samuelburgh,2019-02-22 22:11,17.35,2343912425577
North Barbara,2019-04-09 17:12,6.68,2343912425577
Royland,2019-01-20 12:13,6.66,2343912425577
Lake Scottton,2019-04-08 11:19,44.03,2343912425577
Raymondhaven,2019-04-30 19:54,29.84,2343912425577
Lake Scottton,2019-05-08 13:10,18.04,2343912425577
Martinezhaven,2019-05-07 5:55,6.89,2343912425577
Lake Scottton,2019-02-08 17:29,34.95,2343912425577
Richardfort,2019-02-05 16:12,42.22,2343912425577
West Josephberg,2019-04-11 3:53,18.65,2343912425577
New Paulville,2019-03-05 15:43,23.75,2343912425577
South Phillip,2019-05-07 2:52,36.51,2343912425577
South Karenland,2019-03-22 4:17,15.54,2343912425577
Valentineton,2019-01-22 2:15,17.74,2343912425577
South Evanton,2019-05-07 12:30,34.03,2343912425577
Pattyland,2019-04-19 12:57,4.55,2343912425577
Port Samanthamouth,2019-03-15 9:03,5.62,2343912425577
East Kaylahaven,2019-01-11 10:41,8.02,2343912425577
North Madeline,2019-02-27 11:42,36.87,2343912425577
Richardfort,2019-04-04 15:04,16.35,2343912425577
South Michelleport,2019-02-11 8:12,28.03,2343912425577
Port Johnbury,2019-01-21 5:10,32.68,2343912425577
Liumouth,2019-01-18 15:26,20.68,2343912425577
South Evanton,2019-04-08 1:01,5.62,2343912425577
Richardfort,2019-03-05 16:00,4.85,2343912425577
New Jacobville,2019-02-07 11:07,26.09,2343912425577
East Kaylahaven,2019-02-04 2:25,38.13,2343912425577
Williamsstad,2019-01-20 18:47,18.79,2343912425577
Lake Jonathanshire,2019-04-11 19:49,25.92,2343912425577
Port Samanthamouth,2019-04-25 3:29,9.44,2343912425577
South Karenland,2019-03-30 1:56,20.21,2343912425577
West Christopherberg,2019-03-10 22:42,7.98,2343912425577
Lake Scottton,2019-03-29 13:33,35.36,2343912425577
East Kaylahaven,2019-01-24 16:52,31.4,2343912425577
Raymondhaven,2019-04-04 6:46,41.45,2343912425577
Port Frank,2019-03-19 15:21,22.63,2343912425577
New Paulville,2019-04-24 2:25,13.32,2343912425577
Karenberg,2019-04-30 21:38,5.7,2343912425577
Barajasview,2019-03-24 6:34,12.24,2343912425577
North Jason,2019-02-10 6:34,25.36,2343912425577
Barajasview,2019-04-18 8:44,12.35,2343912425577
New Kimberlyborough,2019-04-03 20:23,33.74,2343912425577
West Samuelburgh,2019-01-31 17:10,9.67,2343912425577
West Heidi,2019-03-21 0:26,9.06,2343912425577
Port Frank,2019-01-16 22:42,11.97,2343912425577
West Samuelburgh,2019-04-08 12:38,14.52,2343912425577
West Gabriel,2019-05-01 4:34,8.67,2343912425577
Loganberg,2019-04-18 11:16,16.36,2343912425577
West Josephberg,2019-05-07 10:11,29.66,2343912425577
South Michelleport,2019-02-02 11:56,12.77,2343912425577
Christopherfurt,2019-04-14 3:24,39.91,2343912425577
Justinberg,2019-04-14 23:08,7.75,2343912425577
South Michelleport,2019-03-12 9:06,25.1,2343912425577
West Angela,2019-04-10 17:06,31.03,2343912425577
South Karenland,2019-02-02 14:50,10.54,2343912425577
Carriemouth,2019-05-04 10:28,41.54,2343912425577
Pattyland,2019-01-09 8:20,41.04,2343912425577
West Samuelburgh,2019-03-04 12:38,28.18,2343912425577
North Barbara,2019-02-03 23:57,11.54,2343912425577
Jerryton,2019-02-20 18:45,28.24,2343912425577
Leahton,2019-03-06 20:26,14.87,2343912425577
North Jasmine,2019-02-06 19:23,9.12,2343912425577
South Karenland,2019-01-03 6:18,39.16,2343912425577
Grahamburgh,2019-03-19 14:30,33.14,2343912425577
West Robert,2019-03-29 4:22,17.53,2343912425577
Williamsview,2019-02-18 2:31,18.75,2343912425577
Barajasview,2019-01-04 9:32,12.25,2343912425577
Williamsview,2019-01-01 14:40,5.42,2343912425577
West Ericstad,2019-02-05 15:30,30.89,2343912425577
Lake Danielberg,2019-01-05 17:44,28.79,2343912425577
Barajasview,2019-03-29 1:02,29.55,2343912425577
Liumouth,2019-03-03 5:13,26.6,2343912425577
West Patrickchester,2019-03-06 0:02,31.33,2343912425577
Lake Scottton,2019-01-13 13:34,24.81,2343912425577
Liumouth,2019-01-04 21:06,34.77,2343912425577
Williamsstad,2019-01-03 10:03,17.16,2343912425577
Lake Danielberg,2019-02-04 17:32,24.49,2343912425577
Justinberg,2019-02-28 21:39,14.4,2343912425577
Jerryton,2019-03-07 5:24,15.82,2343912425577
New Jacobville,2019-03-12 14:47,28.12,2343912425577
Loganberg,2019-01-03 6:49,34.42,2343912425577
West Patrickchester,2019-03-02 20:29,25.28,2343912425577
South Evanton,2019-01-02 6:55,16.96,2343912425577
North Markport,2019-05-04 15:30,28.93,2343912425577
Port Angela,2019-04-02 22:13,25.84,2343912425577
Richardfort,2019-04-14 11:56,43.01,2343912425577
Rogerston,2019-01-27 19:45,13.4,2343912425577
East Kaylahaven,2019-02-11 21:07,4.75,2343912425577
Raymondhaven,2019-02-28 5:23,21.78,2343912425577
Loganberg,2019-02-20 9:42,41.16,2343912425577
South Jack,2019-02-17 9:55,18.08,2343912425577
West Ericstad,2019-05-05 0:44,7.76,2343912425577
Port Frank,2019-02-21 18:44,19.81,2343912425577
Simpsonburgh,2019-01-23 20:35,39.95,2343912425577
Simpsonburgh,2019-01-08 5:59,13.01,2343912425577
South Evanton,2019-02-08 18:08,38.21,2343912425577
Loganberg,2019-03-30 21:22,40.8,2343912425577
New Paulville,2019-03-08 15:08,18.35,2343912425577
East Kaylahaven,2019-04-30 8:22,37.41,2343912425577
West Gabriel,2019-01-31 2:31,6.8,2343912425577
South Phillip,2019-03-15 8:24,22.28,2343912425577
Richardfort,2019-01-21 23:20,10.91,2343912425577
Williamsview,2019-03-22 22:31,15.85,2343912425577
West Patrickchester,2019-02-16 2:15,12.15,2343912425577
North Jason,2019-05-07 20:05,24.2,2343912425577
Karenberg,2019-04-13 5:14,23.73,2343912425577
East Kaylahaven,2019-03-24 13:53,32.21,2343912425577
Lake Jonathanshire,2019-04-09 21:41,15.96,2343912425577
Williamsstad,2019-03-12 11:08,13.79,2343912425577
Deanville,2019-01-28 3:13,31.65,2343912425577
South Latoya,2019-02-25 23:06,25.87,2343912425577
South Karenland,2019-02-26 13:01,38.05,2343912425577
Justinberg,2019-01-27 7:35,28.41,2343912425577
South Michelleport,2019-04-21 15:29,36.47,2343912425577
Lake Jonathanshire,2019-01-16 9:27,26.27,2343912425577
Jerryton,2019-03-25 12:14,9.64,2343912425577
Grahamburgh,2019-02-23 14:58,41.98,2343912425577
South Karenland,2019-02-26 20:40,35.61,2343912425577
Johnton,2019-04-29 7:50,17.89,2343912425577
Justinberg,2019-01-24 19:32,38.79,2343912425577
Grahamburgh,2019-02-02 3:52,22.53,2343912425577
North Markport,2019-01-17 11:37,8.68,2343912425577
Port Samanthamouth,2019-01-01 21:04,11.71,2343912425577
West Angela,2019-04-11 6:59,29.06,2343912425577
Port David,2019-03-03 11:38,13.41,2343912425577
Christopherfurt,2019-02-23 8:31,15.61,2343912425577
Lake Scottton,2019-02-27 7:09,9.43,2343912425577
Valentineton,2019-01-03 5:56,37.4,2343912425577
Jerryton,2019-02-19 13:59,21.27,2343912425577
Reynoldsfurt,2019-03-21 17:25,11.97,2343912425577
Hurleymouth,2019-02-24 15:39,8.33,2343912425577
South Latoya,2019-03-13 1:15,16.01,2343912425577
North Jasmine,2019-03-21 18:31,39.02,2343912425577
Richardfort,2019-03-16 23:00,21.39,2343912425577
Roberthaven,2019-05-03 5:43,42.15,2343912425577
South Michelleport,2019-01-05 5:57,39.9,2343912425577
Port Johnbury,2019-01-15 18:45,40.32,2343912425577
Loganberg,2019-01-31 15:03,20.36,2343912425577
Robertport,2019-04-30 23:36,14.81,2343912425577
South Michelleport,2019-02-27 2:00,10.4,2343912425577
New Jacobville,2019-03-03 5:28,41.39,2343912425577
Martinezhaven,2019-04-12 6:49,11.55,2343912425577
West Gabriel,2019-04-08 21:34,13.31,2343912425577
South Jack,2019-04-10 1:23,29.97,2343912425577
New Paulville,2019-01-05 8:35,21.57,2343912425577
Royland,2019-01-11 9:50,18.42,2343912425577
Roberthaven,2019-01-15 21:25,30.42,2343912425577
Justinberg,2019-03-12 16:33,24.41,2343912425577
West Angela,2019-02-21 8:28,40.55,2343912425577
North Madeline,2019-01-30 18:20,16.5,2343912425577
Port Angela,2019-02-03 6:01,6.42,2343912425577
North Jason,2019-03-30 6:31,12.04,2343912425577
West Patrickchester,2019-04-18 11:41,29.12,2343912425577
North Jason,2019-03-27 19:19,30.66,2343912425577
West Anthony,2019-02-03 18:24,19.66,2343912425577
Liumouth,2019-04-29 19:55,32.1,2343912425577
Martinezhaven,2019-04-13 19:46,40.2,2343912425577
West Josephberg,2019-01-12 12:45,5.77,2343912425577
Simpsonburgh,2019-01-05 16:36,39.44,2343912425577
New Paulville,2019-01-05 17:16,44.68,2343912425577
Christopherfurt,2019-02-04 12:11,41.12,2343912425577
Johnton,2019-03-15 21:16,30.27,2343912425577
South Jack,2019-02-06 12:17,7.71,2343912425577
Joneschester,2019-03-28 7:41,7.56,2343912425577
Lake Danielberg,2019-02-23 13:51,9.25,2343912425577
Port Frank,2019-01-18 11:45,19.98,2343912425577
Lake Jonathanshire,2019-01-21 12:12,37.25,2343912425577
Rogerston,2019-03-07 12:09,27.26,2343912425577
South Karenland,2019-01-02 21:27,19.57,2343912425577
West Gabriel,2019-01-15 18:25,11.71,2343912425577
West Gabriel,2019-01-12 16:34,31.98,2343912425577
Robertport,2019-03-17 22:50,14.61,2343912425577
West Christopherberg,2019-04-03 12:01,33.03,2343912425577
Lake Scottton,2019-04-02 21:10,43.2,2343912425577
West Christopherberg,2019-02-07 1:24,10.91,2343912425577
West Anthony,2019-04-18 8:11,11.2,2343912425577
Robertport,2019-04-16 9:48,36.11,2343912425577
Erikaland,2019-03-27 8:27,26.25,2343912425577
Williamsview,2019-01-17 4:00,32.29,2343912425577
West Robert,2019-01-30 11:32,43.02,2343912425577
Hurleymouth,2019-02-06 0:10,32.93,2343912425577
New Paulton,2019-02-21 2:37,27.56,2343912425577
Deanville,2019-01-07 19:34,21.5,2343912425577
Karenside,2019-01-12 1:28,37.73,2343912425577
New Paulton,2019-03-12 13:53,38.26,2343912425577
Port Samanthamouth,2019-04-09 20:55,24.99,2343912425577
South Phillip,2019-05-03 11:43,8.3,2343912425577
Lake Danielberg,2019-02-06 4:11,29.96,2343912425577
Martinezhaven,2019-02-06 10:58,40.29,2343912425577
Pattyland,2019-04-12 11:58,28.65,2343912425577
Port Johnbury,2019-02-05 16:04,7.44,2343912425577
Richardfort,2019-03-22 4:41,16.35,2343912425577
Valentineton,2019-02-17 19:23,37.19,2343912425577
Rodneyfort,2019-04-19 9:46,35.79,2343912425577
West Christopherberg,2019-04-19 4:53,22.86,2343912425577
Valentineton,2019-03-08 7:57,43.59,2343912425577
New Jacobville,2019-02-21 8:59,40.05,2343912425577
Joneschester,2019-05-05 2:00,21.74,2343912425577
Johnton,2019-01-14 10:53,19.68,2343912425577
West Heidi,2019-01-29 8:17,38.68,2343912425577
West Christopherberg,2019-04-11 14:46,4.88,2343912425577
West Angela,2019-03-17 9:42,23.45,2343912425577
South Evanton,2019-01-09 15:10,40.73,2343912425577
West Gabriel,2019-01-23 5:22,40.17,2343912425577
Carriemouth,2019-04-05 2:03,38.17,2343912425577
West Ericstad,2019-03-18 15:28,23.62,2343912425577
North Jasmine,2019-04-22 15:53,6.49,2343912425577
Martinezhaven,2019-04-30 0:42,36.07,2343912425577
West Gabriel,2019-02-17 7:39,17.03,2343912425577
Liumouth,2019-03-06 4:42,37.4,2343912425577
Roberthaven,2019-05-02 21:36,21.8,2343912425577
West Angela,2019-02-21 12:29,27.68,2343912425577
West Robert,2019-02-01 11:37,30.94,2343912425577
Carriemouth,2019-04-27 20:41,8.28,2343912425577
North Jason,2019-01-08 23:32,10.74,2343912425577
West Angela,2019-04-13 21:50,28.75,2343912425577
Reynoldsfurt,2019-02-03 10:14,6.34,2343912425577
